<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
1126;g1126;0.0;1;FALSE;FALSE;24;
1127;g1127;0.0;0;FALSE;FALSE;24;
1128;g1128;0.0;0;FALSE;FALSE;24;
1129;g1129;0.0;0;FALSE;FALSE;24;
1130;g1130;0.0;0;FALSE;FALSE;24;
1131;g1131;0.0;1;FALSE;FALSE;24;
1132;g1132;0.0;0;FALSE;FALSE;24;
1133;g1133;0.0;1;FALSE;FALSE;24;
1134;g1134;0.0;0;FALSE;FALSE;24;
1135;g1135;0.0;0;FALSE;FALSE;24;
1136;g1136;0.0;0;FALSE;FALSE;24;
1137;g1137;0.0;0;FALSE;FALSE;24;
1138;g1138;0.0;1;FALSE;FALSE;24;
1139;g1139;0.0;0;FALSE;FALSE;24;
1140;g1140;0.0;0;FALSE;FALSE;24;
1141;g1141;0.0;0;FALSE;FALSE;24;
1142;g1142;1185.0547295989888;1;FALSE;FALSE;24;
1143;g1143;0.0;1;FALSE;FALSE;24;
1144;g1144;0.0;0;FALSE;FALSE;24;
1145;g1145;0.0;1;FALSE;FALSE;24;
1146;g1146;0.0;0;FALSE;FALSE;24;
1147;g1147;1975.2524917445594;1;FALSE;FALSE;24;
1148;g1148;0.0;0;FALSE;FALSE;24;
1149;g1149;0.0;0;FALSE;FALSE;24;
1150;g1150;0.0;0;FALSE;FALSE;24;
1151;g1151;0.0;0;FALSE;FALSE;24;
1152;g1152;0.0;0;FALSE;FALSE;24;
1153;g1153;0.0;1;FALSE;FALSE;24;
1154;g1154;0.0;0;FALSE;FALSE;24;
1155;g1155;0.0;0;FALSE;FALSE;24;
1156;g1156;0.0;1;FALSE;FALSE;24;
1157;g1157;0.0;1;FALSE;FALSE;24;
1158;g1158;0.0;0;FALSE;FALSE;24;
1159;g1159;0.0;0;FALSE;FALSE;24;
1160;g1160;0.0;1;FALSE;FALSE;24;
1161;g1161;0.0;0;FALSE;FALSE;24;
1162;g1162;0.0;0;FALSE;FALSE;24;
1163;g1163;0.0;1;FALSE;FALSE;24;
1164;g1164;0.0;1;FALSE;FALSE;24;
1165;g1165;2752.920235950001;1;FALSE;FALSE;24;
1166;g1166;0.0;1;FALSE;FALSE;24;
1167;g1167;0.0;0;FALSE;FALSE;24;
1168;g1168;0.0;0;FALSE;FALSE;24;
1169;g1169;0.0;0;FALSE;FALSE;24;
1170;g1170;0.0;0;FALSE;FALSE;24;
1171;g1171;0.0;0;FALSE;FALSE;24;
1172;g1172;0.0;1;FALSE;FALSE;24;
1173;g1173;0.0;0;FALSE;FALSE;24;
1174;g1174;0.0;0;FALSE;FALSE;24;
1175;g1175;0.0;1;FALSE;FALSE;24;
1176;g1176;0.0;1;FALSE;FALSE;24;
1177;g1177;0.0;1;FALSE;FALSE;24;
1178;g1178;0.0;1;FALSE;FALSE;24;
1179;g1179;0.0;0;FALSE;FALSE;24;
1180;g1180;0.0;1;FALSE;FALSE;24;
1181;g1181;0.0;0;FALSE;FALSE;24;
1182;g1182;0.0;0;FALSE;FALSE;24;
1183;g1183;1785.4839898633254;1;FALSE;FALSE;24;
1184;g1184;1600.0;1;FALSE;FALSE;24;
1185;g1185;0.0;0;FALSE;FALSE;24;
1186;g1186;0.0;0;FALSE;FALSE;24;
1187;g1187;0.0;0;FALSE;FALSE;24;
1188;g1188;0.0;1;FALSE;FALSE;24;
1189;g1189;0.0;1;FALSE;FALSE;24;
1190;g1190;0.0;1;FALSE;FALSE;24;
1191;g1191;0.0;1;FALSE;FALSE;24;
1192;g1192;0.0;0;FALSE;FALSE;24;
1193;g1193;0.0;0;FALSE;FALSE;24;
1194;g1194;0.0;1;FALSE;FALSE;24;
1195;g1195;0.0;0;FALSE;FALSE;24;
1196;g1196;0.0;0;FALSE;FALSE;24;
1197;g1197;0.0;0;FALSE;FALSE;24;
1198;g1198;0.0;0;FALSE;FALSE;24;
1199;g1199;0.0;0;FALSE;FALSE;24;
1200;g1200;0.0;1;FALSE;FALSE;24;
1201;g1201;0.0;1;FALSE;FALSE;24;
1202;g1202;0.0;0;FALSE;FALSE;24;
1203;g1203;0.0;0;FALSE;FALSE;24;
1204;g1204;0.0;1;FALSE;FALSE;24;
1205;g1205;0.0;0;FALSE;FALSE;24;
1206;g1206;0.0;0;FALSE;FALSE;24;
1207;g1207;0.0;0;FALSE;FALSE;24;
1208;g1208;0.0;1;FALSE;FALSE;24;
1209;g1209;0.0;0;FALSE;FALSE;24;
1210;g1210;0.0;1;FALSE;FALSE;24;
1211;g1211;0.0;0;FALSE;FALSE;24;
1212;g1212;0.0;0;FALSE;FALSE;24;
1213;g1213;0.0;1;FALSE;FALSE;24;
1214;g1214;0.0;0;FALSE;FALSE;24;
1215;g1215;0.0;1;FALSE;FALSE;24;
1216;g1216;0.0;0;FALSE;FALSE;24;
1217;g1217;0.0;0;FALSE;FALSE;24;
1218;g1218;0.0;0;FALSE;FALSE;24;
1219;g1219;0.0;1;FALSE;FALSE;24;
1220;g1220;0.0;1;FALSE;FALSE;24;
1221;g1221;0.0;0;FALSE;FALSE;24;
1222;g1222;0.0;1;FALSE;FALSE;24;
1223;g1223;0.0;0;FALSE;FALSE;24;
1224;g1224;0.0;0;FALSE;FALSE;24;
1225;g1225;0.0;0;FALSE;FALSE;24;
1226;g1226;0.0;1;FALSE;FALSE;24;
1227;g1227;0.0;0;FALSE;FALSE;24;
1228;g1228;0.0;0;FALSE;FALSE;24;
1229;g1229;0.0;1;FALSE;FALSE;24;
1230;g1230;1600.0;1;FALSE;FALSE;24;
1231;g1231;0.0;1;FALSE;FALSE;24;
1232;g1232;1972.9272329449905;1;FALSE;FALSE;24;
1233;g1233;0.0;0;FALSE;FALSE;24;
1234;g1234;0.0;0;FALSE;FALSE;24;
1235;g1235;0.0;0;FALSE;FALSE;24;
1236;g1236;0.0;1;FALSE;FALSE;24;
1237;g1237;1988.6573391905235;1;FALSE;FALSE;24;
1238;g1238;0.0;1;FALSE;FALSE;24;
1239;g1239;0.0;0;FALSE;FALSE;24;
1240;g1240;0.0;0;FALSE;FALSE;24;
1241;g1241;0.0;0;FALSE;FALSE;24;
1242;g1242;0.0;0;FALSE;FALSE;24;
1243;g1243;0.0;0;FALSE;FALSE;24;
1244;g1244;0.0;0;FALSE;FALSE;24;
1245;g1245;0.0;0;FALSE;FALSE;24;
1246;g1246;0.0;0;FALSE;FALSE;24;
1247;g1247;0.0;1;FALSE;FALSE;24;
1248;g1248;0.0;0;FALSE;FALSE;24;
1249;g1249;0.0;0;FALSE;FALSE;24;
1250;g1250;1996.6783427017326;1;FALSE;FALSE;24;
1251;g1251;0.0;1;FALSE;FALSE;24;
1252;g1252;1600.0;1;FALSE;FALSE;24;
1253;g1253;0.0;0;FALSE;FALSE;24;
1254;g1254;0.0;0;FALSE;FALSE;24;
1255;g1255;0.0;0;FALSE;FALSE;24;
1256;g1256;0.0;1;FALSE;FALSE;24;
1257;g1257;0.0;0;FALSE;FALSE;24;
1258;g1258;0.0;0;FALSE;FALSE;24;
1259;g1259;1992.8731631286514;1;FALSE;FALSE;24;
1260;g1260;0.0;0;FALSE;FALSE;24;
1261;g1261;0.0;0;FALSE;FALSE;24;
1262;g1262;0.0;0;FALSE;FALSE;24;
1263;g1263;0.0;1;FALSE;FALSE;24;
1264;g1264;0.0;1;FALSE;FALSE;24;
1265;g1265;0.0;0;FALSE;FALSE;24;
1266;g1266;0.0;0;FALSE;FALSE;24;
1267;g1267;0.0;0;FALSE;FALSE;24;
1268;g1268;0.0;1;FALSE;FALSE;24;
1269;g1269;0.0;0;FALSE;FALSE;24;
1270;g1270;0.0;0;FALSE;FALSE;24;
1271;g1271;0.0;0;FALSE;FALSE;24;
1272;g1272;0.0;1;FALSE;FALSE;24;
1273;g1273;0.0;0;FALSE;FALSE;24;
1274;g1274;0.0;1;FALSE;FALSE;24;
1275;g1275;0.0;0;FALSE;FALSE;24;
1276;g1276;1177.160132402241;1;FALSE;FALSE;24;
1277;g1277;0.0;0;FALSE;FALSE;24;
1278;g1278;0.0;0;FALSE;FALSE;24;
1279;g1279;0.0;0;FALSE;FALSE;24;
1280;g1280;0.0;1;FALSE;FALSE;24;
1281;g1281;0.0;0;FALSE;FALSE;24;
1282;g1282;0.0;0;FALSE;FALSE;24;
1283;g1283;0.0;0;FALSE;FALSE;24;
1284;g1284;0.0;0;FALSE;FALSE;24;
1285;g1285;0.0;0;FALSE;FALSE;24;
1286;g1286;0.0;0;FALSE;FALSE;24;
1287;g1287;0.0;1;FALSE;FALSE;24;
1288;g1288;0.0;0;FALSE;FALSE;24;
1289;g1289;1600.0;1;FALSE;FALSE;24;
1290;g1290;0.0;0;FALSE;FALSE;24;
1291;g1291;0.0;1;FALSE;FALSE;24;
1292;g1292;0.0;0;FALSE;FALSE;24;
1293;g1293;0.0;0;FALSE;FALSE;24;
1294;g1294;0.0;0;FALSE;FALSE;24;
1295;g1295;0.0;1;FALSE;FALSE;24;
1296;g1296;0.0;0;FALSE;FALSE;24;
1297;g1297;0.0;1;FALSE;FALSE;24;
1298;g1298;0.0;0;FALSE;FALSE;24;
1299;g1299;0.0;0;FALSE;FALSE;24;
1300;g1300;0.0;0;FALSE;FALSE;24;
1301;g1301;0.0;0;FALSE;FALSE;24;
1302;g1302;0.0;1;FALSE;FALSE;24;
1303;g1303;0.0;1;FALSE;FALSE;24;
1304;g1304;0.0;1;FALSE;FALSE;24;
1305;g1305;0.0;0;FALSE;FALSE;24;
1306;g1306;0.0;1;FALSE;FALSE;24;
1307;g1307;2400.0;1;FALSE;FALSE;24;
1308;g1308;1784.9632700758107;1;FALSE;FALSE;24;
1309;g1309;0.0;0;FALSE;FALSE;24;
1310;g1310;0.0;1;FALSE;FALSE;24;
1311;g1311;0.0;0;FALSE;FALSE;24;
1312;g1312;0.0;1;FALSE;FALSE;24;
1313;g1313;0.0;0;FALSE;FALSE;24;
1314;g1314;0.0;1;FALSE;FALSE;24;
1315;g1315;0.0;0;FALSE;FALSE;24;
1316;g1316;0.0;1;FALSE;FALSE;24;
1317;g1317;0.0;0;FALSE;FALSE;24;
1318;g1318;0.0;0;FALSE;FALSE;24;
1319;g1319;0.0;0;FALSE;FALSE;24;
1320;g1320;0.0;0;FALSE;FALSE;24;
1321;g1321;0.0;0;FALSE;FALSE;24;
1322;g1322;0.0;0;FALSE;FALSE;24;
1323;g1323;0.0;0;FALSE;FALSE;24;
1324;g1324;0.0;0;FALSE;FALSE;24;
1325;g1325;0.0;0;FALSE;FALSE;24;
1326;g1326;0.0;1;FALSE;FALSE;24;
1327;g1327;0.0;0;FALSE;FALSE;24;
1328;g1328;0.0;1;FALSE;FALSE;24;
1329;g1329;0.0;0;FALSE;FALSE;24;
1330;g1330;0.0;0;FALSE;FALSE;24;
1331;g1331;0.0;1;FALSE;FALSE;24;
1332;g1332;0.0;1;FALSE;FALSE;24;
1333;g1333;0.0;0;FALSE;FALSE;24;
1334;g1334;0.0;1;FALSE;FALSE;24;
1335;g1335;2365.281535380959;1;FALSE;FALSE;24;
1336;g1336;0.0;1;FALSE;FALSE;24;
1337;g1337;0.0;0;FALSE;FALSE;24;
1338;g1338;0.0;0;FALSE;FALSE;24;
1339;g1339;0.0;0;FALSE;FALSE;24;
1340;g1340;0.0;0;FALSE;FALSE;24;
1341;g1341;0.0;0;FALSE;FALSE;24;
1342;g1342;0.0;0;FALSE;FALSE;24;
1343;g1343;0.0;0;FALSE;FALSE;24;
1344;g1344;0.0;1;FALSE;FALSE;24;
1345;g1345;0.0;1;FALSE;FALSE;24;
1346;g1346;0.0;1;FALSE;FALSE;24;
1347;g1347;0.0;0;FALSE;FALSE;24;
1348;g1348;0.0;0;FALSE;FALSE;24;
1349;g1349;0.0;0;FALSE;FALSE;24;
1350;g1350;0.0;0;FALSE;FALSE;24;
1351;g1351;0.0;0;FALSE;FALSE;24;
1352;g1352;0.0;1;FALSE;FALSE;24;
1353;g1353;0.0;0;FALSE;FALSE;24;
1354;g1354;0.0;1;FALSE;FALSE;24;
1355;g1355;0.0;1;FALSE;FALSE;24;
1356;g1356;0.0;0;FALSE;FALSE;24;
1357;g1357;0.0;0;FALSE;FALSE;24;
1358;g1358;0.0;0;FALSE;FALSE;24;
1359;g1359;1973.2646705224702;1;FALSE;FALSE;24;
1360;g1360;0.0;0;FALSE;FALSE;24;
1361;g1361;0.0;0;FALSE;FALSE;24;
1362;g1362;0.0;0;FALSE;FALSE;24;
1363;g1363;0.0;0;FALSE;FALSE;24;
1364;g1364;0.0;0;FALSE;FALSE;24;
1365;g1365;0.0;1;FALSE;FALSE;24;
1366;g1366;0.0;1;FALSE;FALSE;24;
1367;g1367;0.0;0;FALSE;FALSE;24;
1368;g1368;0.0;0;FALSE;FALSE;24;
1369;g1369;0.0;1;FALSE;FALSE;24;
1370;g1370;0.0;0;FALSE;FALSE;24;
1371;g1371;199.92727643754057;1;FALSE;FALSE;24;
1372;g1372;0.0;1;FALSE;FALSE;24;
1373;g1373;0.0;0;FALSE;FALSE;24;
1374;g1374;0.0;0;FALSE;FALSE;24;
1375;g1375;0.0;0;FALSE;FALSE;24;
1376;g1376;0.0;1;FALSE;FALSE;24;
1377;g1377;1964.2359592248154;1;FALSE;FALSE;24;
1378;g1378;0.0;0;FALSE;FALSE;24;
1379;g1379;0.0;0;FALSE;FALSE;24;
1380;g1380;0.0;1;FALSE;FALSE;24;
1381;g1381;0.0;1;FALSE;FALSE;24;
1382;g1382;0.0;0;FALSE;FALSE;24;
1383;g1383;0.0;0;FALSE;FALSE;24;
1384;g1384;0.0;1;FALSE;FALSE;24;
1385;g1385;0.0;0;FALSE;FALSE;24;
1386;g1386;0.0;0;FALSE;FALSE;24;
1387;g1387;0.0;0;FALSE;FALSE;24;
1388;g1388;0.0;1;FALSE;FALSE;24;
1389;g1389;0.0;0;FALSE;FALSE;24;
1390;g1390;0.0;1;FALSE;FALSE;24;
1391;g1391;0.0;0;FALSE;FALSE;24;
1392;g1392;0.0;1;FALSE;FALSE;24;
1393;g1393;0.0;1;FALSE;FALSE;24;
1394;g1394;1962.0532219704687;1;FALSE;FALSE;24;
1395;g1395;0.0;0;FALSE;FALSE;24;
1396;g1396;0.0;0;FALSE;FALSE;24;
1397;g1397;0.0;0;FALSE;FALSE;24;
1398;g1398;0.0;1;FALSE;FALSE;24;
1399;g1399;0.0;0;FALSE;FALSE;24;
1400;g1400;0.0;1;FALSE;FALSE;24;
1401;g1401;0.0;0;FALSE;FALSE;24;
1402;g1402;0.0;0;FALSE;FALSE;24;
1403;g1403;0.0;0;FALSE;FALSE;24;
1404;g1404;0.0;0;FALSE;FALSE;24;
1405;g1405;0.0;0;FALSE;FALSE;24;
1406;g1406;0.0;1;FALSE;FALSE;24;
1407;g1407;0.0;0;FALSE;FALSE;24;
1408;g1408;0.0;1;FALSE;FALSE;24;
1409;g1409;0.0;1;FALSE;FALSE;24;
1410;g1410;0.0;0;FALSE;FALSE;24;
1411;g1411;0.0;0;FALSE;FALSE;24;
1412;g1412;0.0;0;FALSE;FALSE;24;
1413;g1413;0.0;0;FALSE;FALSE;24;
1414;g1414;0.0;1;FALSE;FALSE;24;
1415;g1415;0.0;0;FALSE;FALSE;24;
1416;g1416;0.0;1;FALSE;FALSE;24;
1417;g1417;0.0;0;FALSE;FALSE;24;
1418;g1418;0.0;1;FALSE;FALSE;24;
1419;g1419;0.0;1;FALSE;FALSE;24;
1420;g1420;0.0;0;FALSE;FALSE;24;
1421;g1421;0.0;0;FALSE;FALSE;24;
1422;g1422;0.0;1;FALSE;FALSE;24;
1423;g1423;0.0;0;FALSE;FALSE;24;
1424;g1424;0.0;1;FALSE;FALSE;24;
1425;g1425;0.0;0;FALSE;FALSE;24;
1426;g1426;0.0;1;FALSE;FALSE;24;
1427;g1427;0.0;1;FALSE;FALSE;24;
1428;g1428;0.0;0;FALSE;FALSE;24;
1429;g1429;0.0;0;FALSE;FALSE;24;
1430;g1430;0.0;1;FALSE;FALSE;24;
1431;g1431;0.0;0;FALSE;FALSE;24;
1432;g1432;0.0;0;FALSE;FALSE;24;
1433;g1433;0.0;0;FALSE;FALSE;24;
1434;g1434;0.0;0;FALSE;FALSE;24;
1435;g1435;0.0;1;FALSE;FALSE;24;
1436;g1436;0.0;0;FALSE;FALSE;24;
1437;g1437;0.0;0;FALSE;FALSE;24;
1438;g1438;0.0;0;FALSE;FALSE;24;
1439;g1439;0.0;0;FALSE;FALSE;24;
1440;g1440;0.0;0;FALSE;FALSE;24;
1441;g1441;0.0;1;FALSE;FALSE;24;
1442;g1442;0.0;1;FALSE;FALSE;24;
1443;g1443;0.0;0;FALSE;FALSE;24;
1444;g1444;1194.6327641468338;1;FALSE;FALSE;24;
1445;g1445;0.0;0;FALSE;FALSE;24;
</Thermal plants>
</END>
